dosage_form,extraction_steps,api_stability,target_concentration,hist_rsd_precision,hist_r2_linearity,hist_recovery_accuracy,system_suitability_tailing,system_suitability_resolution,elution_type,run_time_minutes,full_validation_required
suspension,2,8.0,0.207,0.707,0.99979,99.67,1.65,1.26,isocratic,12.4,1
api_powder,0,1.2,0.73,0.421,1.0,100.38,1.38,2.36,isocratic,9.8,0
api_powder,2,5.8,0.237,0.263,0.99999,99.43,0.99,2.61,gradient,12.6,0
coated_tablet,4,6.1,5.237,0.356,0.99999,100.3,0.8,2.87,isocratic,14.2,0
coated_tablet,2,4.0,0.121,1.338,0.999945,99.87,1.22,2.26,gradient,11.6,0
cream,2,2.8,0.259,0.863,0.999801,99.22,1.7,2.34,isocratic,23.7,0
api_powder,2,1.3,0.5,0.275,0.998868,99.98,1.27,2.44,isocratic,14.6,0
coated_tablet,1,3.1,1.7,0.673,0.998867,100.96,1.39,2.69,isocratic,15.2,0
coated_tablet,1,6.3,0.373,0.126,0.99998,99.61,1.04,2.26,isocratic,15.9,0
suspension,2,7.7,2.602,0.468,0.999984,100.43,1.53,2.16,isocratic,3.5,1
api_powder,1,1.1,1.251,0.37,0.999728,100.02,1.51,2.54,isocratic,13.5,0
coated_tablet,4,6.5,0.771,0.28,0.999721,99.71,1.23,2.25,isocratic,8.1,0
coated_tablet,3,8.8,2.175,0.689,0.99999,100.19,0.85,1.44,isocratic,10.9,1
cream,4,5.5,0.795,0.612,0.999841,99.82,1.63,2.44,isocratic,4.9,1
cream,3,2.7,1.34,0.838,0.994539,100.39,1.28,3.09,isocratic,15.5,0
coated_tablet,2,8.2,0.107,0.931,0.999751,99.96,2.07,2.34,gradient,14.2,1
cream,0,8.8,1.477,0.566,0.999755,99.37,1.0,2.41,gradient,16.3,0
coated_tablet,4,1.9,0.3,0.406,0.999671,98.92,1.21,2.22,isocratic,9.0,0
coated_tablet,2,8.1,2.032,0.579,0.999364,100.42,1.11,1.75,isocratic,11.6,0
cream,2,1.3,4.223,0.215,0.999509,101.14,1.38,1.88,gradient,15.9,1
api_powder,3,5.2,1.863,0.743,0.999973,100.09,1.25,1.81,isocratic,16.8,0
suspension,1,7.5,1.418,0.977,0.99999,98.86,0.86,2.27,isocratic,13.8,0
suspension,2,8.5,0.856,0.309,0.999686,102.75,1.26,1.73,isocratic,5.0,1
cream,3,5.4,0.332,1.463,0.99992,99.79,0.8,2.71,isocratic,10.7,0
api_powder,4,6.2,0.504,0.817,0.999691,100.19,0.8,1.97,gradient,9.3,0
api_powder,2,3.3,1.515,2.077,0.999953,100.05,0.96,1.83,isocratic,5.3,1
coated_tablet,2,5.6,3.69,0.44,0.999893,100.25,1.64,1.94,isocratic,8.6,0
api_powder,2,3.7,0.616,1.73,0.99999,99.22,0.96,2.04,isocratic,17.8,0
api_powder,1,5.5,1.673,0.524,0.999876,99.66,0.88,2.55,gradient,13.4,0
coated_tablet,3,3.4,1.032,0.507,0.999933,102.16,0.81,1.68,isocratic,21.4,1
api_powder,0,1.1,0.74,0.606,0.999592,100.15,1.34,2.86,isocratic,9.7,0
api_powder,1,8.9,3.394,1.968,0.99999,99.87,0.96,1.64,isocratic,20.9,1
suspension,0,4.5,0.389,0.194,0.999975,99.06,0.8,2.33,gradient,10.8,0
api_powder,2,3.6,1.85,0.202,0.997388,99.96,1.12,2.53,isocratic,13.1,0
api_powder,1,4.4,1.418,1.069,0.998584,100.17,0.85,2.48,isocratic,7.3,0
api_powder,1,8.3,0.595,0.706,0.999957,100.17,1.4,2.5,gradient,6.4,0
coated_tablet,1,2.3,2.363,0.346,0.999989,100.32,0.9,2.46,gradient,15.1,0
api_powder,2,4.8,0.69,0.372,0.998018,99.41,1.25,2.41,isocratic,9.5,0
cream,2,10.0,2.057,0.347,0.999668,99.99,0.9,1.99,isocratic,5.0,0
cream,1,1.9,0.46,0.426,0.999913,101.33,1.02,2.67,isocratic,12.7,0
coated_tablet,0,2.3,1.82,0.37,0.99556,100.57,1.13,2.31,isocratic,8.3,0
api_powder,1,6.5,1.363,0.627,0.999617,98.5,1.02,2.78,gradient,23.5,0
coated_tablet,4,6.7,1.099,0.43,0.99999,100.96,0.8,2.1,gradient,15.4,0
coated_tablet,1,4.1,1.12,0.478,0.998442,100.44,1.11,1.93,isocratic,13.0,0
cream,2,2.6,0.511,0.711,0.99999,100.42,1.17,2.56,gradient,14.6,0
suspension,2,7.8,1.769,1.116,0.99999,100.68,0.88,2.4,gradient,6.3,0
coated_tablet,0,5.3,0.56,0.905,0.99999,100.22,1.55,3.0,gradient,15.3,0
cream,1,4.2,1.539,1.032,0.99862,100.36,0.87,2.25,isocratic,15.7,0
api_powder,3,2.8,0.67,0.439,0.995537,99.92,0.85,2.88,isocratic,20.2,0
coated_tablet,1,2.7,2.367,0.847,0.999884,101.15,0.82,2.63,isocratic,19.4,0
cream,1,8.4,0.952,0.568,0.999827,100.76,0.91,2.25,gradient,12.6,0
suspension,4,9.5,1.025,0.543,0.99679,100.74,1.04,2.37,isocratic,7.3,1
api_powder,0,4.6,0.709,0.299,0.99962,100.04,0.96,2.38,gradient,25.6,0
cream,0,8.8,0.32,1.297,0.999379,101.46,1.22,1.51,isocratic,25.1,1
coated_tablet,3,4.7,3.889,0.698,0.99999,98.69,1.6,3.25,isocratic,10.2,0
coated_tablet,1,1.4,2.391,0.909,0.999177,99.2,1.13,1.89,gradient,16.1,0
api_powder,1,9.8,1.205,0.698,0.999985,102.44,0.96,2.09,isocratic,10.3,0
cream,3,3.8,0.619,0.545,0.999883,99.51,1.02,1.84,isocratic,13.6,0
api_powder,2,2.2,0.661,0.184,0.998493,100.37,0.85,2.31,isocratic,12.8,0
coated_tablet,1,4.3,1.62,0.535,1.0,100.41,0.8,2.92,isocratic,8.4,0
cream,0,8.2,0.204,0.846,0.999632,101.25,0.8,1.57,isocratic,6.2,1
coated_tablet,1,4.6,1.99,0.263,0.999913,99.91,1.25,2.82,isocratic,11.8,0
coated_tablet,2,3.2,1.092,0.985,0.999981,100.52,1.28,2.12,gradient,12.2,0
api_powder,2,2.7,0.51,0.425,0.998447,99.24,1.4,2.93,isocratic,11.6,0
cream,1,9.9,0.591,0.169,0.99999,98.45,1.78,2.5,isocratic,5.8,1
suspension,4,2.8,0.973,0.604,0.999988,101.35,1.37,2.31,isocratic,13.1,0
coated_tablet,0,2.9,0.54,0.529,1.0,99.54,0.97,2.68,isocratic,9.8,0
cream,3,4.0,1.98,1.136,0.994034,99.15,1.03,2.6,isocratic,13.5,1
suspension,0,9.7,0.71,0.55,0.99935,100.99,1.0,2.46,gradient,10.3,0
coated_tablet,3,7.1,0.611,0.423,0.999846,98.81,1.05,2.42,gradient,12.1,1
coated_tablet,2,2.1,0.99,0.05,1.0,100.13,1.09,2.11,isocratic,5.6,0
coated_tablet,1,5.9,2.276,0.272,0.999944,99.33,0.94,2.07,gradient,8.1,0
api_powder,0,4.3,1.7,0.121,0.999175,99.27,1.04,2.15,isocratic,9.7,0
coated_tablet,0,3.2,1.3,0.816,0.998831,100.11,1.12,1.95,isocratic,9.7,0
coated_tablet,2,4.7,1.48,0.909,1.0,99.65,1.1,2.41,isocratic,10.4,0
coated_tablet,1,4.0,1.581,0.548,0.999982,100.39,1.5,2.77,gradient,12.3,0
api_powder,3,4.7,0.59,1.361,0.999449,99.88,0.8,1.75,isocratic,11.9,0
cream,3,3.5,0.43,0.373,0.99635,99.07,0.82,2.43,gradient,5.1,0
api_powder,1,5.0,0.395,0.447,0.996832,101.6,1.17,2.56,isocratic,5.1,0
cream,3,9.8,1.234,1.321,0.99999,98.97,1.5,2.84,isocratic,9.3,1
cream,1,1.5,1.518,0.492,0.99999,101.33,1.43,2.75,isocratic,24.5,0
suspension,1,6.5,0.659,2.705,0.999321,100.52,1.13,1.7,isocratic,5.2,1
api_powder,2,9.2,2.642,1.166,0.998328,100.08,0.8,2.62,isocratic,20.3,0
coated_tablet,0,1.8,1.36,0.05,1.0,100.02,1.37,2.61,isocratic,11.4,0
coated_tablet,1,3.1,0.831,1.142,0.998972,100.48,2.41,2.31,isocratic,7.4,0
cream,1,4.9,2.131,0.928,0.99999,100.29,1.02,1.0,gradient,15.6,1
api_powder,1,3.8,0.567,0.987,0.99999,99.08,1.37,2.88,gradient,10.3,0
suspension,2,8.4,0.685,1.314,0.99999,97.84,1.06,1.76,gradient,10.0,1
suspension,3,3.3,0.787,0.249,0.99999,101.48,1.12,2.35,gradient,22.1,1
suspension,1,4.5,0.293,0.552,0.99999,98.47,1.72,2.17,gradient,11.0,1
suspension,2,1.4,1.511,1.174,0.99929,100.24,0.95,1.48,gradient,8.7,1
api_powder,2,8.1,0.332,0.664,0.99999,100.75,1.21,1.95,gradient,11.3,0
suspension,3,9.6,0.7,0.536,0.9998,100.1,1.34,1.89,isocratic,27.6,1
coated_tablet,0,3.2,0.99,0.869,0.996026,100.42,1.29,2.09,isocratic,10.0,0
cream,2,8.4,1.159,0.325,0.999913,99.31,1.06,2.06,isocratic,8.2,0
api_powder,2,8.8,1.002,0.4,0.999948,100.44,1.66,1.0,gradient,16.0,1
cream,2,7.5,0.541,0.746,0.998524,99.19,0.8,1.93,isocratic,12.7,1
suspension,3,8.1,2.728,0.363,0.999931,101.21,0.87,2.63,isocratic,7.2,0
coated_tablet,2,5.4,0.395,0.999,0.99918,100.04,0.91,2.4,isocratic,15.1,0
coated_tablet,2,1.2,0.85,0.71,0.998756,100.03,1.2,2.25,isocratic,11.4,0
cream,2,7.9,0.39,0.697,0.999926,100.41,0.86,2.5,gradient,13.1,1
suspension,2,2.8,0.849,0.275,0.998574,100.36,0.97,1.86,gradient,18.1,1
coated_tablet,1,5.1,2.215,0.862,0.999973,98.21,1.26,0.61,isocratic,6.4,1
suspension,2,7.8,0.677,1.328,0.999411,101.33,1.07,1.81,isocratic,12.2,1
coated_tablet,3,7.8,1.276,0.779,0.999948,99.52,0.8,2.6,isocratic,13.5,0
coated_tablet,3,7.6,1.364,0.648,0.99999,101.2,1.51,2.31,gradient,10.2,1
cream,3,7.5,0.275,0.56,0.999338,100.83,0.8,2.69,gradient,19.1,0
api_powder,1,2.6,2.41,0.24,0.999754,100.47,1.7,1.72,isocratic,17.0,0
coated_tablet,4,1.1,0.364,0.543,0.999986,99.21,1.26,1.83,isocratic,10.3,0
api_powder,2,4.4,0.925,0.194,0.999465,99.47,1.02,1.96,isocratic,5.3,0
coated_tablet,2,3.4,1.16,0.545,0.999353,101.2,0.86,2.9,isocratic,10.6,0
coated_tablet,3,6.9,0.396,0.54,0.999322,100.37,0.95,1.78,gradient,23.9,0
api_powder,1,3.2,1.869,2.174,0.999961,98.67,1.24,2.34,isocratic,23.7,1
suspension,1,9.2,2.753,0.253,0.99998,99.35,1.27,1.0,isocratic,9.2,1
coated_tablet,2,3.2,1.83,0.137,0.997007,99.32,1.25,3.33,isocratic,14.1,0
api_powder,1,3.7,0.563,0.392,0.99999,100.03,1.03,2.26,gradient,15.1,0
suspension,1,9.0,0.448,0.371,0.999908,100.02,0.8,2.01,isocratic,8.3,0
cream,3,8.4,1.607,0.572,0.99999,100.0,1.18,2.76,gradient,15.0,1
cream,3,9.3,0.675,0.308,0.99999,100.09,0.91,2.03,gradient,18.6,1
suspension,4,6.0,4.878,0.333,0.99999,98.26,0.8,1.82,gradient,11.9,1
api_powder,0,1.3,1.27,0.234,0.999519,99.25,0.8,2.55,isocratic,11.5,0
api_powder,0,8.7,0.339,1.501,0.999988,99.83,1.64,2.58,isocratic,4.8,0
api_powder,1,3.6,1.4,0.639,1.0,99.03,1.2,2.79,isocratic,11.1,0
suspension,1,7.4,1.049,0.43,0.999863,100.95,1.22,2.2,gradient,23.1,0
suspension,3,7.8,0.331,0.366,0.99999,101.13,0.97,1.75,isocratic,8.2,0
cream,0,8.7,0.388,0.854,0.99999,100.32,0.8,2.6,isocratic,13.6,0
coated_tablet,0,7.6,2.308,0.605,0.99999,99.43,1.0,3.22,gradient,8.1,0
api_powder,1,5.2,2.178,1.076,0.999841,99.86,1.17,2.69,isocratic,10.5,0
cream,2,5.7,0.628,0.534,0.999364,97.58,1.62,2.26,isocratic,9.1,1
coated_tablet,3,2.2,1.311,0.298,0.99999,101.02,0.8,2.63,gradient,11.8,0
coated_tablet,4,8.5,1.315,0.856,0.999607,100.24,0.99,3.15,isocratic,10.0,0
cream,2,7.5,0.713,1.367,0.999521,99.06,0.88,1.53,isocratic,6.8,0
cream,4,1.6,1.12,1.585,0.992952,99.4,1.55,2.28,isocratic,20.4,1
suspension,2,6.8,0.575,0.264,0.99999,100.58,0.83,2.16,isocratic,8.0,0
coated_tablet,0,6.7,1.207,0.41,0.997904,99.83,0.98,3.17,gradient,5.7,0
api_powder,2,2.0,1.45,0.585,0.994785,100.74,1.12,2.73,isocratic,5.9,0
cream,2,1.6,1.6,1.419,0.995167,99.96,1.27,2.57,isocratic,18.7,0
coated_tablet,3,3.4,0.91,0.746,0.99999,100.52,1.27,2.4,isocratic,11.8,0
coated_tablet,2,3.6,0.684,0.773,0.999933,101.2,0.86,2.45,gradient,11.7,0
coated_tablet,2,9.4,0.509,0.901,0.99999,100.52,0.92,2.37,isocratic,4.6,0
suspension,1,5.2,3.194,0.463,0.998466,98.72,1.15,1.43,isocratic,5.0,1
api_powder,1,1.0,1.089,1.172,0.99994,99.66,1.09,2.88,isocratic,8.0,0
suspension,2,4.8,1.422,0.429,0.999832,101.64,0.84,2.67,isocratic,18.8,0
coated_tablet,1,6.1,1.123,0.777,0.999894,99.88,1.21,2.08,gradient,17.7,0
coated_tablet,2,2.5,0.78,0.223,0.998726,99.32,0.87,2.43,isocratic,7.8,0
api_powder,3,6.1,0.173,0.182,0.999817,99.83,1.12,1.55,isocratic,7.1,0
suspension,0,5.3,0.392,0.464,0.99999,99.37,0.8,1.98,gradient,7.8,0
coated_tablet,1,2.3,1.15,0.35,0.997592,99.96,1.38,1.59,isocratic,5.5,0
coated_tablet,4,8.8,5.322,0.507,0.999896,100.08,0.8,3.04,isocratic,4.7,0
api_powder,1,5.0,0.478,0.632,0.999705,99.67,0.8,2.89,gradient,12.7,0
suspension,4,6.7,1.603,0.522,0.999912,100.28,0.98,2.92,isocratic,6.4,0
cream,2,8.4,4.106,0.36,0.999972,97.32,0.9,2.2,gradient,14.7,1
coated_tablet,1,6.3,0.956,0.306,0.999974,100.05,0.83,2.94,gradient,25.5,0
cream,1,9.7,1.038,0.417,0.999118,98.8,1.31,2.25,gradient,6.5,0
coated_tablet,1,4.2,1.07,0.37,0.998065,99.87,1.19,2.19,isocratic,7.6,0
coated_tablet,0,4.6,1.8,0.241,0.998984,100.72,1.52,2.37,isocratic,15.7,0
coated_tablet,3,7.2,3.172,0.345,0.99999,99.81,0.93,1.53,isocratic,11.7,1
coated_tablet,1,5.3,0.355,1.5,0.998114,98.36,1.03,1.36,isocratic,7.9,1
coated_tablet,1,8.0,2.677,0.896,0.998098,99.75,1.24,1.96,gradient,11.5,1
coated_tablet,2,7.0,1.153,0.611,0.999863,101.27,0.97,2.33,isocratic,15.4,0
api_powder,2,9.2,4.439,1.162,0.99951,99.1,0.99,2.81,isocratic,8.0,0
cream,2,9.2,3.211,0.721,0.99999,101.12,1.37,2.06,gradient,14.9,1
coated_tablet,1,5.7,1.029,0.962,0.999544,99.4,1.15,1.84,isocratic,10.6,0
coated_tablet,1,1.1,0.585,1.001,0.99999,99.45,1.65,1.72,isocratic,8.9,0
api_powder,2,1.3,0.869,0.643,0.99999,100.56,0.83,2.29,gradient,17.0,0
cream,1,7.2,1.705,0.599,0.99999,101.09,0.8,2.86,gradient,17.4,1
suspension,3,2.7,0.344,0.77,0.999393,100.1,1.29,2.81,isocratic,16.5,0
api_powder,1,1.2,0.72,0.573,0.999825,99.76,1.12,2.68,isocratic,6.4,0
api_powder,2,3.4,1.057,0.396,0.999907,99.45,0.84,2.29,isocratic,16.8,0
cream,1,5.8,3.59,1.512,0.999437,100.12,1.03,1.68,gradient,11.7,1
coated_tablet,1,1.7,0.581,0.286,0.99999,100.9,1.09,2.35,gradient,32.6,0
suspension,1,9.2,0.656,0.661,0.999929,100.3,1.02,2.75,gradient,19.3,0
suspension,3,4.2,0.612,0.249,0.999974,100.06,1.1,1.89,gradient,8.0,0
api_powder,3,8.0,5.13,1.274,0.99999,101.31,0.8,2.19,isocratic,17.4,0
api_powder,3,9.6,2.224,0.27,0.999924,100.49,0.83,1.29,isocratic,6.3,1
api_powder,2,9.1,0.548,0.575,0.999944,100.93,1.06,1.91,isocratic,19.7,0
suspension,3,2.8,0.716,0.298,0.999983,100.96,0.88,1.41,gradient,20.1,1
coated_tablet,3,6.4,0.435,0.544,0.999931,100.37,1.18,1.52,gradient,11.5,0
api_powder,1,3.3,0.98,0.769,0.998699,99.28,1.06,1.45,isocratic,9.6,0
coated_tablet,1,7.5,3.162,0.705,0.999133,99.18,0.8,2.5,isocratic,14.0,0
cream,1,7.5,0.609,0.398,0.999962,98.65,1.04,2.47,gradient,9.9,0
coated_tablet,2,3.1,3.909,0.759,0.998807,101.39,0.87,2.29,gradient,16.4,0
suspension,2,6.9,0.772,0.37,0.999949,100.89,0.81,2.47,isocratic,12.3,0
cream,0,5.6,0.534,0.531,0.999859,99.62,1.04,1.85,gradient,13.7,0
coated_tablet,2,3.7,0.59,0.436,0.997166,100.35,1.18,3.54,isocratic,14.4,0
coated_tablet,0,1.6,1.53,0.517,1.0,99.97,1.06,2.82,isocratic,9.3,0
coated_tablet,1,3.3,5.527,0.651,0.998826,101.59,1.01,2.19,gradient,31.8,1
suspension,3,5.2,1.083,0.266,0.99989,99.75,1.12,2.56,isocratic,11.3,0
suspension,3,1.1,0.488,0.418,0.99999,99.06,1.35,2.6,isocratic,13.6,0
suspension,3,3.1,1.155,0.456,0.99999,101.16,1.43,2.58,isocratic,6.2,0
suspension,1,9.2,1.585,1.103,0.99999,100.3,0.8,2.74,gradient,9.7,1
coated_tablet,2,9.7,0.551,0.66,0.99997,99.04,0.8,2.78,gradient,4.9,0
coated_tablet,0,4.7,1.67,0.417,0.994487,100.3,1.06,2.68,isocratic,12.1,0
coated_tablet,0,1.5,0.8,0.148,0.999367,99.78,1.19,2.19,isocratic,24.5,0
coated_tablet,1,3.8,0.53,0.298,0.99964,99.74,1.19,1.88,isocratic,11.6,0
coated_tablet,2,1.6,1.19,0.818,0.999444,100.33,1.04,2.08,isocratic,9.3,0
api_powder,2,3.3,1.88,0.366,0.997123,100.33,1.29,2.89,isocratic,10.1,0
cream,1,4.5,0.418,0.752,0.99999,103.2,1.03,3.08,gradient,8.4,1
cream,2,9.5,0.866,0.603,0.998777,100.93,1.1,2.85,isocratic,7.2,0
coated_tablet,1,3.3,1.761,0.619,0.99999,99.74,1.12,1.97,isocratic,12.1,0
cream,2,1.4,1.68,1.019,0.992203,98.31,0.93,2.91,isocratic,21.7,1
coated_tablet,2,2.9,2.956,0.892,0.999842,100.29,0.85,2.13,gradient,12.8,0
api_powder,1,1.8,1.88,0.981,0.999691,99.21,1.19,1.96,isocratic,6.4,0
cream,3,3.7,1.5,1.461,0.992119,99.75,0.88,2.93,isocratic,13.8,1
coated_tablet,3,2.9,1.945,1.86,0.998546,101.34,1.11,2.87,isocratic,18.2,0
api_powder,1,4.4,1.115,1.242,0.999584,99.68,1.33,1.94,gradient,11.6,0
api_powder,2,5.2,1.467,0.811,0.99929,99.98,0.8,1.55,isocratic,11.2,0
cream,2,1.2,1.672,0.342,0.99999,100.7,1.6,1.25,gradient,11.5,1
coated_tablet,0,3.4,0.81,0.383,0.99821,98.68,0.87,1.78,isocratic,3.3,0
suspension,1,2.4,0.697,0.633,0.99999,99.9,1.24,2.31,isocratic,7.3,0
coated_tablet,2,4.9,1.9,0.682,0.999224,100.69,1.02,1.78,isocratic,21.0,0
api_powder,1,4.4,0.73,0.254,0.997724,99.62,1.31,3.19,isocratic,5.9,0
coated_tablet,3,1.1,0.17,0.822,0.999813,99.04,1.48,2.21,isocratic,15.5,0
coated_tablet,1,2.6,1.07,0.288,0.999766,100.32,1.1,2.32,isocratic,9.5,0
cream,3,4.3,1.762,0.66,0.999842,99.71,1.19,2.65,gradient,36.1,1
coated_tablet,2,1.2,0.523,0.283,0.99999,100.12,1.14,2.4,isocratic,9.4,0
suspension,1,7.1,0.634,0.692,0.999854,98.03,1.35,3.34,isocratic,8.8,0
api_powder,1,1.3,0.848,0.402,0.999956,99.22,1.3,2.85,isocratic,9.8,0
coated_tablet,3,9.0,2.163,0.686,0.99989,99.66,1.03,1.25,gradient,7.1,1
suspension,1,5.6,0.248,0.353,0.998958,99.28,1.36,1.82,gradient,11.0,1
api_powder,0,2.5,1.31,0.683,1.0,100.08,1.21,3.31,isocratic,9.7,0
coated_tablet,1,5.6,0.41,0.24,0.999746,98.37,1.1,2.37,isocratic,7.8,0
api_powder,0,9.9,1.838,0.83,0.99999,100.6,0.9,2.93,isocratic,12.4,0
api_powder,2,2.9,0.8,0.556,1.0,99.81,1.22,2.67,isocratic,4.2,0
coated_tablet,2,1.8,1.84,0.573,0.999158,99.82,0.96,3.06,isocratic,3.0,0
api_powder,2,4.3,1.797,0.367,0.99999,100.46,1.73,2.73,isocratic,8.5,0
api_powder,2,7.4,1.237,0.903,0.999719,100.76,1.47,1.8,gradient,10.0,0
suspension,1,6.5,1.058,0.906,0.999989,99.1,1.05,3.05,gradient,9.0,0
suspension,4,4.1,0.753,0.616,0.999497,98.78,0.81,2.56,gradient,8.9,0
suspension,3,1.8,0.859,0.566,0.999789,99.66,1.12,2.55,gradient,14.2,0
suspension,3,8.0,0.171,1.247,0.997272,101.36,0.88,2.68,isocratic,11.9,1
api_powder,0,2.7,0.99,0.7,1.0,99.8,1.21,2.7,isocratic,10.4,0
cream,1,4.8,0.599,0.393,0.999265,98.96,0.95,2.35,isocratic,15.6,0
api_powder,2,9.2,0.7,0.261,0.999862,100.17,1.3,2.76,gradient,11.5,0
api_powder,2,2.9,1.332,0.281,0.999792,100.68,0.83,2.23,isocratic,7.1,0
coated_tablet,0,7.3,0.387,0.658,0.99891,101.01,0.8,2.63,gradient,22.9,0
coated_tablet,1,3.1,1.032,0.522,0.999755,101.19,1.08,1.72,gradient,11.8,0
cream,2,9.9,1.741,1.929,0.999529,100.25,1.19,2.39,isocratic,17.8,1
cream,2,5.2,0.35,1.908,0.999953,100.64,1.7,1.98,gradient,7.4,1
coated_tablet,2,2.6,1.09,0.656,0.997842,99.51,1.11,2.83,isocratic,6.0,0
api_powder,2,2.6,2.075,1.018,0.999218,101.21,0.94,1.88,isocratic,8.5,0
coated_tablet,1,4.6,1.986,0.526,0.999955,101.78,1.02,3.14,isocratic,18.2,0
api_powder,2,4.4,0.66,0.87,0.9999,98.47,1.08,2.76,isocratic,9.3,0
cream,2,4.5,0.431,1.376,0.99999,98.24,1.05,1.67,gradient,6.3,1
suspension,2,3.9,0.403,0.871,0.99999,98.75,1.24,3.28,isocratic,4.1,0
coated_tablet,3,6.5,1.051,0.764,0.99999,99.22,1.16,1.75,isocratic,13.4,0
cream,2,3.1,1.084,0.559,0.999455,100.19,0.8,1.39,isocratic,3.3,1
coated_tablet,2,4.9,0.34,0.423,0.999363,100.13,1.3,2.77,isocratic,11.4,0
cream,4,9.0,1.519,0.499,0.99999,98.25,1.12,3.18,gradient,8.8,1
cream,2,3.6,0.313,0.69,0.99999,99.72,1.57,1.69,isocratic,11.6,0
coated_tablet,1,9.7,1.371,0.375,0.999905,99.92,0.98,2.36,gradient,10.1,0
cream,3,4.9,0.796,0.583,0.999948,99.95,1.68,2.91,gradient,13.4,1
cream,1,3.0,4.502,0.761,0.99999,99.84,1.18,2.04,gradient,7.8,0
suspension,1,4.3,3.083,0.442,0.999814,99.01,1.18,2.57,isocratic,13.5,0
coated_tablet,2,6.1,0.587,1.741,0.999956,98.96,1.03,1.65,gradient,13.4,1
coated_tablet,2,4.3,0.97,0.448,1.0,100.54,1.21,2.15,isocratic,9.7,0
coated_tablet,2,7.6,0.959,1.553,0.99999,99.37,1.39,2.15,isocratic,3.9,0
suspension,1,1.9,2.17,1.09,0.998293,100.0,1.31,2.24,isocratic,21.2,0
suspension,3,2.8,0.48,0.535,0.99999,99.29,1.88,2.88,gradient,27.6,0
cream,2,4.7,1.63,1.145,0.994334,99.09,1.32,1.87,isocratic,13.4,1
cream,2,9.1,1.633,0.386,0.999535,100.0,1.4,2.38,isocratic,15.4,1
api_powder,2,8.8,0.795,0.391,0.99998,99.47,1.3,2.5,gradient,22.3,0
cream,3,8.7,0.604,0.708,0.998831,99.86,1.15,1.77,gradient,12.4,1
suspension,2,3.0,0.711,0.654,0.999947,100.47,0.93,3.61,gradient,18.7,0
api_powder,2,5.5,3.086,0.447,0.999105,98.1,1.08,1.58,isocratic,13.7,0
coated_tablet,2,6.2,1.117,0.217,0.99971,99.32,0.8,1.96,isocratic,10.5,0
coated_tablet,2,4.2,0.345,0.316,0.99999,98.28,1.13,2.06,isocratic,22.4,0
coated_tablet,1,8.3,1.36,0.264,0.998886,99.5,0.86,2.34,gradient,16.4,0
cream,2,7.1,1.885,0.647,0.999424,98.84,1.46,2.44,gradient,8.9,1
coated_tablet,1,5.0,0.364,1.539,0.99999,98.56,1.53,2.51,gradient,9.3,0
cream,0,1.7,0.401,0.429,0.999881,101.03,1.04,2.98,gradient,15.0,0
coated_tablet,0,6.1,0.801,0.515,0.999981,100.46,0.88,2.23,isocratic,7.7,0
suspension,4,6.8,0.19,0.658,0.999554,99.71,0.95,1.39,isocratic,9.4,1
cream,2,8.0,3.083,0.469,0.99999,100.39,1.39,2.39,isocratic,8.6,0
api_powder,3,9.2,1.042,0.274,0.999487,102.59,1.75,1.76,gradient,9.2,1
cream,2,8.5,0.697,1.038,0.999853,101.39,0.85,2.53,isocratic,5.9,1
suspension,2,2.7,0.741,1.592,0.999199,101.41,1.55,2.6,gradient,4.9,0
api_powder,0,5.6,1.372,1.069,0.99999,100.81,1.0,1.74,gradient,12.6,0
coated_tablet,4,3.2,4.62,1.23,0.999842,101.45,1.16,2.85,isocratic,5.6,0
cream,1,2.4,0.969,0.469,0.998923,99.98,1.0,3.28,isocratic,8.9,0
cream,3,4.6,1.51,0.992,0.988774,100.06,1.66,2.34,isocratic,9.2,1
suspension,1,9.2,0.583,0.509,0.999666,99.09,1.1,2.31,isocratic,8.8,0
cream,1,7.2,0.603,0.385,0.999821,98.55,1.47,2.31,gradient,11.0,1
coated_tablet,2,3.2,2.263,0.366,0.997796,100.49,1.49,2.15,isocratic,11.4,0
coated_tablet,2,6.6,1.341,0.425,0.999879,101.8,0.98,1.87,isocratic,12.6,0
suspension,2,9.3,0.228,0.991,0.999644,100.31,0.94,2.44,gradient,7.0,0
api_powder,1,6.7,1.091,0.493,0.999988,100.57,1.17,2.68,gradient,15.3,0
coated_tablet,2,9.1,0.644,0.521,0.99999,99.44,1.15,2.13,isocratic,16.6,0
suspension,1,6.2,2.303,1.017,0.999023,100.21,1.44,2.09,isocratic,10.5,0
coated_tablet,1,9.0,2.795,0.499,0.999953,100.28,0.98,2.24,isocratic,19.8,0
api_powder,2,7.3,0.354,0.281,0.999629,99.54,0.97,2.09,isocratic,25.5,0
api_powder,2,1.9,0.764,0.787,0.99999,101.9,1.04,2.57,isocratic,47.3,0
suspension,0,4.2,0.37,0.788,0.99999,99.54,0.87,2.02,isocratic,6.2,0
coated_tablet,3,4.8,3.118,0.368,0.999344,99.16,0.85,2.95,isocratic,14.8,0
coated_tablet,1,8.5,2.173,0.375,0.99999,99.25,0.82,2.45,isocratic,19.7,0
suspension,1,9.1,1.573,0.55,0.999613,98.83,1.13,2.17,gradient,8.9,0
coated_tablet,2,4.6,1.435,0.456,0.99999,100.82,1.28,2.37,isocratic,8.9,0
